codigoEmenda,ano,tipoEmenda,autor,nomeAutor,numeroEmenda,localidadeDoGasto,funcao,subfuncao,valorEmpenhado,valorLiquidado,valorPago,valorRestoInscrito,valorRestoCancelado,valorRestoPago
202471050005,2024,Emenda de Bancada,BANCADA DO AMAPA,BANCADA DO AMAPA,0005,AMAPÁ (UF),Urbanismo,Assistência comunitária,"2.550,00","2.550,00","0,00","0,00","0,00","0,00"
202414680005,2024,Emenda Individual - Transferências com Finalidade Definida,CHICO ALENCAR,CHICO ALENCAR,0005,RIO DE JANEIRO (UF),Educação,Educação básica,"3.612,60","3.612,60","0,00","0,00","0,00","0,00"
202439910010,2024,Emenda Individual - Transferências com Finalidade Definida,FRED COSTA,FRED COSTA,0010,MINAS GERAIS (UF),Urbanismo,Assistência comunitária,"3.637,09","0,00","0,00","0,00","0,00","0,00"
202428850020,2024,Emenda Individual - Transferências com Finalidade Definida,HUMBERTO COSTA,HUMBERTO COSTA,0020,PERNAMBUCO (UF),Educação,Ensino profissional,"3.860,00","0,00","0,00","0,00","0,00","0,00"
202440330009,2024,Emenda Individual - Transferências com Finalidade Definida,LUCAS REDECKER,LUCAS REDECKER,0009,Nacional,Defesa nacional,Defesa naval,"4.700,00","4.700,00","0,00","0,00","0,00","0,00"
202443660008,2024,Emenda Individual - Transferências com Finalidade Definida,DUDA SALABERT,DUDA SALABERT,0008,MINAS GERAIS (UF),Urbanismo,Assistência comunitária,"6.061,82","0,00","0,00","0,00","0,00","0,00"
202442700024,2024,Emenda Individual - Transferências com Finalidade Definida,EFRAIM FILHO,EFRAIM FILHO,0024,JOÃO PESSOA - PB,Educação,Ensino superior,"6.100,00","6.100,00","0,00","0,00","0,00","0,00"
202433120014,2024,Emenda Individual - Transferências com Finalidade Definida,HELDER SALOMAO,HELDER SALOMAO,0014,Nacional,Organização agrária,Reforma agrária,"6.520,00","5.756,03","4.486,03","0,00","0,00","0,00"
202443340015,2024,Emenda Individual - Transferências com Finalidade Definida,DANDARA,DANDARA,0015,MINAS GERAIS (UF),Urbanismo,Assistência comunitária,"7.274,18","0,00","0,00","0,00","0,00","0,00"
202443110019,2024,Emenda Individual - Transferências com Finalidade Definida,BANDEIRA DE MELLO,BANDEIRA DE MELLO,0019,Nacional,Relações exteriores,Administração geral,"7.400,00","0,00","0,00","0,00","0,00","0,00"
202439600005,2024,Emenda Individual - Transferências com Finalidade Definida,DR. FREDERICO,DR. FREDERICO,0005,MINAS GERAIS (UF),Defesa nacional,Ensino profissional,"8.628,00","0,00","0,00","0,00","0,00","0,00"
202441520012,2024,Emenda Individual - Transferências com Finalidade Definida,JORGE BRAZ,JORGE BRAZ,0012,Nacional,Defesa nacional,Defesa naval,"8.689,56","1.596,00","0,00","0,00","0,00","0,00"
202440340007,2024,Emenda Individual - Transferências com Finalidade Definida,LUISA CANZIANI,LUISA CANZIANI,0007,PARANÁ (UF),Saúde,Assistência hospitalar e ambulatorial,"10.000,00","10.000,00","10.000,00","0,00","0,00","0,00"
202442760011,2024,Emenda Individual - Transferências com Finalidade Definida,ROGERIO MARINHO,ROGERIO MARINHO,0011,RIO GRANDE DO NORTE (UF),Urbanismo,infra-estrutura urbana,"10.650,00","8.870,10","8.870,10","0,00","0,00","0,00"
202444550014,2024,Emenda Individual - Transferências com Finalidade Definida,REGINETE BISPO,REGINETE BISPO,0014,RIO GRANDE DO SUL (UF),Educação,Ensino profissional,"10.900,00","0,00","0,00","0,00","0,00","0,00"
202443450005,2024,Emenda Individual - Transferências com Finalidade Definida,DELEGADO CAVEIRA,DELEGADO CAVEIRA,0005,PARÁ (UF),Urbanismo,infra-estrutura urbana,"11.391,28","1.391,28","1.391,28","0,00","0,00","0,00"
202413100008,2024,Emenda Individual - Transferências com Finalidade Definida,BENEDITA DA SILVA,BENEDITA DA SILVA,0008,RIO DE JANEIRO (UF),Cultura,Difusão cultural,"12.112,41","0,00","0,00","0,00","0,00","0,00"
202443450004,2024,Emenda Individual - Transferências com Finalidade Definida,DELEGADO CAVEIRA,DELEGADO CAVEIRA,0004,PARÁ (UF),Urbanismo,Assistência comunitária,"13.500,00","1.633,11","1.633,11","0,00","0,00","0,00"
202431350007,2024,Emenda Individual - Transferências com Finalidade Definida,ARLINDO CHINAGLIA,ARLINDO CHINAGLIA,0007,SÃO PAULO (UF),Educação,Ensino profissional,"13.621,00","13.621,00","0,00","0,00","0,00","0,00"
202442950011,2024,Emenda Individual - Transferências com Finalidade Definida,ALEXANDRE LINDENMEYER,ALEXANDRE LINDENMEYER,0011,RIO GRANDE DO SUL (UF),Agricultura,Desenvolvimento tecnológico e engenharia,"13.631,10","10.181,10","10.181,10","0,00","0,00","0,00"
202440880009,2024,Emenda Individual - Transferências com Finalidade Definida,VENEZIANO VITAL DO REGO,VENEZIANO VITAL DO REGO,0009,PARAÍBA (UF),Urbanismo,Assistência comunitária,"15.000,00","6.067,57","5.000,00","0,00","0,00","0,00"
202439600007,2024,Emenda Individual - Transferências com Finalidade Definida,DR. FREDERICO,DR. FREDERICO,0007,MINAS GERAIS (UF),Urbanismo,infra-estrutura urbana,"15.795,00","0,00","0,00","0,00","0,00","0,00"
202441710016,2024,Emenda Individual - Transferências com Finalidade Definida,ROSANA VALLE,ROSANA VALLE,0016,Nacional,Agricultura,Desenvolvimento tecnológico e engenharia,"16.560,00","16.560,00","16.560,00","0,00","0,00","0,00"
202424410009,2024,Emenda Individual - Transferências com Finalidade Definida,JOSE AIRTON FELIX CIRILO,JOSE AIRTON FELIX CIRILO,0009,CEARÁ (UF),Urbanismo,Assistência comunitária,"16.709,00","16.709,00","3.166,60","0,00","0,00","0,00"
202442660015,2024,Emenda Individual - Transferências com Finalidade Definida,BETO FARO,BETO FARO,0015,PARÁ (UF),Educação,Ensino superior,"16.888,00","16.888,00","15.210,85","0,00","0,00","0,00"
202440940001,2024,Emenda Individual - Transferências com Finalidade Definida,MARA GABRILLI,MARA GABRILLI,0001,SÃO PAULO (UF),Educação,Ensino superior,"17.949,00","0,00","0,00","0,00","0,00","0,00"
202427180007,2024,Emenda Individual - Transferências com Finalidade Definida,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0007,PERNAMBUCO (UF),Educação,Ensino profissional,"18.014,97","18.014,97","0,00","0,00","0,00","0,00"
202443220014,2024,Emenda Individual - Transferências com Finalidade Definida,CELIA XAKRIABA,CELIA XAKRIABA,0014,MINAS GERAIS (UF),Educação,Ensino superior,"20.000,00","0,00","0,00","0,00","0,00","0,00"
202442760013,2024,Emenda Individual - Transferências com Finalidade Definida,ROGERIO MARINHO,ROGERIO MARINHO,0013,RIO GRANDE DO NORTE (UF),Gestão ambiental,Recursos hídricos,"20.600,00","2.954,03","492,10","0,00","0,00","0,00"
202424880006,2024,Emenda Individual - Transferências com Finalidade Definida,RODRIGO DE CASTRO,RODRIGO DE CASTRO,0006,MINAS GERAIS (UF),Urbanismo,Assistência comunitária,"21.000,00","0,00","0,00","0,00","0,00","0,00"
202440770009,2024,Emenda Individual - Transferências com Finalidade Definida,ZE VITOR,ZE VITOR,0009,MINAS GERAIS (UF),Urbanismo,Assistência comunitária,"21.000,00","6.451,64","6.451,64","0,00","0,00","0,00"
202420980005,2024,Emenda Individual - Transferências com Finalidade Definida,AFONSO HAMM,AFONSO HAMM,0005,Nacional,Agricultura,Desenvolvimento tecnológico e engenharia,"21.280,00","21.280,00","21.280,00","0,00","0,00","0,00"
202433320004,2024,Emenda Individual - Transferências com Finalidade Definida,RICARDO BARROS,RICARDO BARROS,0004,Nacional,Cultura,"Patrimônio histórico, artístico e arqueológico","23.200,00","734,18","0,00","0,00","0,00","0,00"
202424680004,2024,Emenda Individual - Transferências com Finalidade Definida,LIDICE DA MATA,LIDICE DA MATA,0004,BAHIA (UF),Educação,Ensino superior,"23.460,00","23.460,00","0,00","0,00","0,00","0,00"
202414680006,2024,Emenda Individual - Transferências com Finalidade Definida,CHICO ALENCAR,CHICO ALENCAR,0006,RIO DE JANEIRO (UF),Cultura,"Patrimônio histórico, artístico e arqueológico","24.000,00","0,00","0,00","0,00","0,00","0,00"
202440640012,2024,Emenda Individual - Transferências com Finalidade Definida,ROGERIO CORREIA,ROGERIO CORREIA,0012,MINAS GERAIS (UF),Educação,Ensino profissional,"25.000,00","24.600,00","0,00","0,00","0,00","0,00"
202429090002,2024,Emenda Individual - Transferências com Finalidade Definida,EDUARDO BRAGA,EDUARDO BRAGA,0002,AMAZONAS (UF),Educação,Ensino superior,"25.186,80","0,00","0,00","0,00","0,00","0,00"
202427690008,2024,Emenda Individual - Transferências com Finalidade Definida,ZE SILVA,ZE SILVA,0008,MINAS GERAIS (UF),Urbanismo,Assistência comunitária,"27.266,93","2.801,57","807,37","0,00","0,00","0,00"
202440700014,2024,Emenda Individual - Transferências com Finalidade Definida,TALIRIA PETRONE,TALIRIA PETRONE,0014,RIO DE JANEIRO (UF),Educação,Educação básica,"27.836,66","19.436,66","0,00","0,00","0,00","0,00"
202444500003,2024,Emenda Individual - Transferências com Finalidade Definida,PROFESSORA GORETH,PROFESSORA GORETH,0003,AMAPÁ (UF),Educação,Ensino superior,"28.770,00","28.770,00","0,00","0,00","0,00","0,00"
202436910015,2024,Emenda Individual - Transferências com Finalidade Definida,JOAO DANIEL,JOAO DANIEL,0015,SERGIPE (UF),Agricultura,Desenvolvimento tecnológico e engenharia,"31.174,93","0,00","0,00","0,00","0,00","0,00"
202442960002,2024,Emenda Individual - Transferências com Finalidade Definida,ALFREDO GASPAR,ALFREDO GASPAR,0002,ALAGOAS (UF),Urbanismo,Assistência comunitária,"31.550,35","4.846,93","4.846,93","0,00","0,00","0,00"
202442750013,2024,Emenda Individual - Transferências com Finalidade Definida,PROFESSORA DORINHA SEABRA,PROFESSORA DORINHA SEABRA,0013,TOCANTINS (UF),Segurança pública,Policiamento,"32.200,00","0,00","0,00","0,00","0,00","0,00"
202427150013,2024,Emenda Individual - Transferências com Finalidade Definida,RUY CARNEIRO,RUY CARNEIRO,0013,JOÃO PESSOA - PB,Educação,Ensino superior,"34.652,50","0,00","0,00","0,00","0,00","0,00"
202444470003,2024,Emenda Individual - Transferências com Finalidade Definida,PEDRO CAMPOS,PEDRO CAMPOS,0003,PERNAMBUCO (UF),Urbanismo,infra-estrutura urbana,"35.000,00","34.638,42","34.638,42","0,00","0,00","0,00"
202444640013,2024,Emenda Individual - Transferências com Finalidade Definida,ROBERTO MONTEIRO PAI,ROBERTO MONTEIRO PAI,0013,Nacional,Defesa nacional,Administração geral,"35.611,97","26.776,97","10.102,60","0,00","0,00","0,00"
202444130005,2024,Emenda Individual - Transferências com Finalidade Definida,LUIZ GASTAO,LUIZ GASTAO,0005,CEARÁ (UF),Urbanismo,Assistência comunitária,"36.805,48","1.181,09","0,00","0,00","0,00","0,00"
202436920022,2024,Emenda Individual - Transferências com Finalidade Definida,JOAQUIM PASSARINHO,JOAQUIM PASSARINHO,0022,Nacional,Defesa nacional,Defesa terrestre,"36.883,77","36.883,77","36.883,77","0,00","0,00","0,00"
202437750015,2024,Emenda Individual - Transferências com Finalidade Definida,VICENTINHO JUNIOR,VICENTINHO JUNIOR,0015,TOCANTINS (UF),Urbanismo,Assistência comunitária,"39.752,65","28.911,15","28.860,07","0,00","0,00","0,00"
202423970008,2024,Emenda Individual - Transferências com Finalidade Definida,HUGO LEAL,HUGO LEAL,0008,RIO DE JANEIRO (UF),Educação,Ensino superior,"39.961,91","7.416,00","0,00","0,00","0,00","0,00"
202444460014,2024,Emenda Individual - Transferências com Finalidade Definida,PEDRO AIHARA,PEDRO AIHARA,0014,MINAS GERAIS (UF),Urbanismo,Assistência comunitária,"41.629,27","0,00","0,00","0,00","0,00","0,00"
202429600006,2024,Emenda Individual - Transferências com Finalidade Definida,PAULO MARINHO JR,PAULO MARINHO JR,0006,MARANHÃO (UF),Agricultura,Desenvolvimento tecnológico e engenharia,"42.544,38","6.705,90","0,00","0,00","0,00","0,00"
202443960022,2024,Emenda Individual - Transferências com Finalidade Definida,IZA ARRUDA,IZA ARRUDA,0022,Nordeste,Ciência e Tecnologia,Desenvolvimento tecnológico e engenharia,"42.755,84","13.409,44","13.409,44","0,00","0,00","0,00"
202414110011,2024,Emenda Individual - Transferências com Finalidade Definida,REGINALDO LOPES,REGINALDO LOPES,0011,MINAS GERAIS (UF),Educação,Ensino profissional,"43.745,00","3.584,00","0,00","0,00","0,00","0,00"
202424410010,2024,Emenda Individual - Transferências com Finalidade Definida,JOSE AIRTON FELIX CIRILO,JOSE AIRTON FELIX CIRILO,0010,CEARÁ (UF),Urbanismo,infra-estrutura urbana,"44.234,87","27.381,31","27.381,31","0,00","0,00","0,00"
202429790003,2024,Emenda Individual - Transferências com Finalidade Definida,FABIO REIS,FABIO REIS,0003,SERGIPE (UF),Urbanismo,Assistência comunitária,"44.597,29","24.112,70","24.112,70","0,00","0,00","0,00"
202429240001,2024,Emenda Individual - Transferências com Finalidade Definida,STEFANO AGUIAR,STEFANO AGUIAR,0001,SANTA VITÓRIA - MG,Saúde,Assistência hospitalar e ambulatorial,"45.100,00","0,00","0,00","0,00","0,00","0,00"
202443510013,2024,Emenda Individual - Transferências com Finalidade Definida,DELEGADO RAMAGEM,DELEGADO RAMAGEM,0013,RIO DE JANEIRO - RJ,Defesa nacional,Atenção básica,"45.399,99","45.399,99","0,00","0,00","0,00","0,00"
202440890006,2024,Emenda Individual - Transferências com Finalidade Definida,ORIOVISTO GUIMARAES,ORIOVISTO GUIMARAES,0006,Nacional,Defesa nacional,Habitação urbana,"47.691,00","47.691,00","0,00","0,00","0,00","0,00"
202440940004,2024,Emenda Individual - Transferências com Finalidade Definida,MARA GABRILLI,MARA GABRILLI,0004,Nacional,Relações exteriores,Difusão do conhecimento científico e tecnológico,"47.799,00","47.799,00","47.799,00","0,00","0,00","0,00"
202444060004,2024,Emenda Individual - Transferências com Finalidade Definida,LEBRAO,LEBRAO,0004,RONDÔNIA (UF),Saúde,Atenção básica,"49.998,00","0,00","0,00","0,00","0,00","0,00"
202424820004,2024,Emenda Individual - Transferências com Finalidade Definida,LUIZ FERNANDO FARIA,LUIZ FERNANDO FARIA,0004,MINAS GERAIS (UF),Saúde,Atenção básica,"49.999,00","0,00","0,00","0,00","0,00","0,00"
202432990011,2024,Emenda Individual - Transferências com Finalidade Definida,MENDONCA FILHO,MENDONCA FILHO,0011,PERNAMBUCO (UF),Direitos da cidadania,"Direitos individuais, coletivos e difusos","50.000,00","0,00","0,00","0,00","0,00","0,00"
202437770008,2024,Emenda Individual - Transferências com Finalidade Definida,VITOR LIPPI,VITOR LIPPI,0008,SÃO PAULO (UF),Agricultura,Desenvolvimento tecnológico e engenharia,"50.000,00","0,00","0,00","0,00","0,00","0,00"
202424680003,2024,Emenda Individual - Transferências com Finalidade Definida,LIDICE DA MATA,LIDICE DA MATA,0003,BAHIA (UF),Educação,Ensino superior,"50.000,00","50.000,00","0,00","0,00","0,00","0,00"
202435390008,2024,Emenda Individual - Transferências com Finalidade Definida,LUCIANO BIVAR,LUCIANO BIVAR,0008,PERNAMBUCO (UF),Defesa nacional,Defesa terrestre,"50.604,96","1.561,00","0,00","0,00","0,00","0,00"
202424870008,2024,Emenda Individual - Transferências com Finalidade Definida,PAULO ABI-ACKEL,PAULO ABI-ACKEL,0008,MINAS GERAIS (UF),Urbanismo,Assistência comunitária,"52.500,00","0,00","0,00","0,00","0,00","0,00"
202443910005,2024,Emenda Individual - Transferências com Finalidade Definida,ICARO DE VALMIR,ICARO DE VALMIR,0005,SERGIPE (UF),Urbanismo,Assistência comunitária,"52.500,00","24.196,23","22.294,54","0,00","0,00","0,00"
202440880008,2024,Emenda Individual - Transferências com Finalidade Definida,VENEZIANO VITAL DO REGO,VENEZIANO VITAL DO REGO,0008,PARAÍBA (UF),Gestão ambiental,Recursos hídricos,"53.000,00","1.159,07","621,47","0,00","0,00","0,00"
202427370013,2024,Emenda Individual - Transferências com Finalidade Definida,ANTONIO BRITO,ANTONIO BRITO,0013,BAHIA (UF),Urbanismo,Assistência comunitária,"54.088,68","18.603,50","12.824,25","0,00","0,00","0,00"
202442780015,2024,Emenda Individual - Transferências com Finalidade Definida,TERESA LEITAO,TERESA LEITAO,0015,PERNAMBUCO (UF),Educação,Administração geral,"55.500,00","0,00","0,00","0,00","0,00","0,00"
202443800016,2024,Emenda Individual - Transferências com Finalidade Definida,GENERAL PAZUELLO,GENERAL PAZUELLO,0016,RIO DE JANEIRO (UF),Defesa nacional,Administração geral,"59.496,20","59.496,20","0,00","0,00","0,00","0,00"
202438050004,2024,Emenda Individual - Transferências com Finalidade Definida,WELLINGTON FAGUNDES,WELLINGTON FAGUNDES,0004,Nacional,Defesa nacional,Atenção básica,"59.836,11","43.076,43","17.838,80","0,00","0,00","0,00"
202427690011,2024,Emenda Individual - Transferências com Finalidade Definida,ZE SILVA,ZE SILVA,0011,MINAS GERAIS (UF),Educação,Ensino profissional,"60.000,00","5.231,39","2.951,59","0,00","0,00","0,00"
202439510003,2024,Emenda Individual - Transferências com Finalidade Definida,DANIEL TRZECIAK,DANIEL TRZECIAK,0003,Sul,Defesa nacional,Defesa terrestre,"60.189,28","60.189,28","10.374,55","0,00","0,00","0,00"
202427640002,2024,Emenda Individual - Transferências com Finalidade Definida,PADRE JOAO,PADRE JOAO,0002,MINAS GERAIS (UF),Educação,Ensino profissional,"60.272,00","30.054,00","0,00","0,00","0,00","0,00"
202425200015,2024,Emenda Individual - Transferências com Finalidade Definida,CARLOS ZARATTINI,CARLOS ZARATTINI,0015,SÃO PAULO (UF),Educação,Ensino profissional,"60.936,00","60.936,00","0,00","0,00","0,00","0,00"
202443530006,2024,Emenda Individual - Transferências com Finalidade Definida,DENISE PESSOA,DENISE PESSOA,0006,RIO GRANDE DO SUL (UF),Organização agrária,Administração geral,"62.660,00","0,00","0,00","0,00","0,00","0,00"
202442670008,2024,Emenda Individual - Transferências com Finalidade Definida,CLEITINHO,CLEITINHO,0008,MINAS GERAIS (UF),Saúde,Atenção básica,"64.937,00","0,00","0,00","0,00","0,00","0,00"
202443960006,2024,Emenda Individual - Transferências com Finalidade Definida,IZA ARRUDA,IZA ARRUDA,0006,PERNAMBUCO (UF),Saúde,Atenção básica,"65.504,00","65.504,00","65.504,00","0,00","0,00","0,00"
202444490002,2024,Emenda Individual - Transferências com Finalidade Definida,PROF. REGINALDO VERAS,PROF. REGINALDO VERAS,0002,DISTRITO FEDERAL (UF),Agricultura,Desenvolvimento tecnológico e engenharia,"66.637,42","41.946,00","0,00","0,00","0,00","0,00"
202441520011,2024,Emenda Individual - Transferências com Finalidade Definida,JORGE BRAZ,JORGE BRAZ,0011,Nacional,Defesa nacional,Defesa naval,"67.440,51","67.440,51","67.440,51","0,00","0,00","0,00"
202422100013,2024,Emenda Individual - Transferências com Finalidade Definida,ESPERIDIAO AMIN,ESPERIDIAO AMIN,0013,SANTA CATARINA (UF),Cultura,"Patrimônio histórico, artístico e arqueológico","67.629,98","67.629,96","67.629,96","0,00","0,00","0,00"
202429690007,2024,Emenda Individual - Transferências com Finalidade Definida,WILDER MORAIS,WILDER MORAIS,0007,Nacional,Defesa nacional,Normatização e fiscalização,"68.485,66","57.900,62","0,00","0,00","0,00","0,00"
202471170015,2024,Emenda de Bancada,BANCADA DO PARANA,BANCADA DO PARANA,0015,PARANÁ (UF),Educação,Ensino superior,"70.000,00","0,00","0,00","0,00","0,00","0,00"
202444040003,2024,Emenda Individual - Transferências com Finalidade Definida,KENISTON BRAGA,KENISTON BRAGA,0003,PARÁ (UF),Urbanismo,Assistência comunitária,"71.029,01","583,75","583,75","0,00","0,00","0,00"
202444730002,2024,Emenda Individual - Transferências com Finalidade Definida,SAMUEL VIANA,SAMUEL VIANA,0002,MINAS GERAIS (UF),Urbanismo,Assistência comunitária,"71.550,00","0,00","0,00","0,00","0,00","0,00"
202443020024,2024,Emenda Individual - Transferências com Finalidade Definida,ANA PIMENTEL,ANA PIMENTEL,0024,MINAS GERAIS (UF),Educação,Ensino superior,"73.350,00","73.350,00","0,00","0,00","0,00","0,00"
202441840007,2024,Emenda Individual - Transferências com Finalidade Definida,LUIS CARLOS HEINZE,LUIS CARLOS HEINZE,0007,Exterior,Relações exteriores,Promoção comercial,"74.731,84","74.731,84","74.731,84","0,00","0,00","0,00"
202412710009,2024,Emenda Individual - Transferências com Finalidade Definida,LUIZ COUTO,LUIZ COUTO,0009,PARAÍBA (UF),Organização agrária,Reforma agrária,"75.000,00","1.615,25","0,00","0,00","0,00","0,00"
202420980014,2024,Emenda Individual - Transferências com Finalidade Definida,AFONSO HAMM,AFONSO HAMM,0014,RIO GRANDE DO SUL (UF),Educação,Ensino profissional,"76.348,97","10.094,56","37,80","0,00","0,00","0,00"
202427510002,2024,Emenda Individual - Transferências com Finalidade Definida,WALDENOR PEREIRA,WALDENOR PEREIRA,0002,BAHIA (UF),Urbanismo,Assistência comunitária,"77.166,78","7.566,78","7.566,78","0,00","0,00","0,00"
202471120004,2024,Emenda de Bancada,BANCADA DO MATO GROSSO,BANCADA DO MATO GROSSO,0004,MATO GROSSO (UF),Saúde,Assistência hospitalar e ambulatorial,"78.449,00","0,00","0,00","0,00","0,00","0,00"
202441380010,2024,Emenda Individual - Transferências com Finalidade Definida,EDUARDO GIRAO,EDUARDO GIRAO,0010,CEARÁ (UF),Segurança pública,Policiamento,"78.892,00","0,00","0,00","0,00","0,00","0,00"
202427180017,2024,Emenda Individual - Transferências com Finalidade Definida,AUGUSTO COUTINHO,AUGUSTO COUTINHO,0017,PERNAMBUCO (UF),Agricultura,Desenvolvimento tecnológico e engenharia,"80.407,48","39.775,73","644,63","0,00","0,00","0,00"
202439640012,2024,Emenda Individual - Transferências com Finalidade Definida,DR. LUIZ OVANDO,DR. LUIZ OVANDO,0012,Nacional,Defesa nacional,Administração geral,"81.312,00","5.545,00","0,00","0,00","0,00","0,00"
202428740010,2024,Emenda Individual - Transferências com Finalidade Definida,LUIZ NISHIMORI,LUIZ NISHIMORI,0010,PARANÁ (UF),Saúde,Atenção básica,"83.953,00","0,00","0,00","0,00","0,00","0,00"
202439600017,2024,Emenda Individual - Transferências com Finalidade Definida,DR. FREDERICO,DR. FREDERICO,0017,MINAS GERAIS (UF),Urbanismo,Assistência comunitária,"84.110,00","51.500,00","0,00","0,00","0,00","0,00"
202442680012,2024,Emenda Individual - Transferências com Finalidade Definida,DAMARES ALVES,DAMARES ALVES,0012,DISTRITO FEDERAL (UF),Saúde,Assistência hospitalar e ambulatorial,"87.961,00","0,00","0,00","0,00","0,00","0,00"
202414110018,2024,Emenda Individual - Transferências com Finalidade Definida,REGINALDO LOPES,REGINALDO LOPES,0018,MINAS GERAIS (UF),Educação,Ensino profissional,"88.640,66","0,00","0,00","0,00","0,00","0,00"
202427590005,2024,Emenda Individual - Transferências com Finalidade Definida,EROS BIONDINI,EROS BIONDINI,0005,MINAS GERAIS (UF),Educação,Ensino superior,"92.500,00","92.500,00","0,00","0,00","0,00","0,00"
202431350013,2024,Emenda Individual - Transferências com Finalidade Definida,ARLINDO CHINAGLIA,ARLINDO CHINAGLIA,0013,SÃO PAULO (UF),Educação,Ensino profissional,"92.690,00","92.690,00","0,00","0,00","0,00","0,00"
202440290002,2024,Emenda Individual - Transferências com Finalidade Definida,LAFAYETTE DE ANDRADA,LAFAYETTE DE ANDRADA,0002,BELO HORIZONTE - MG,Defesa nacional,Educação básica,"94.345,10","94.345,10","0,00","0,00","0,00","0,00"
202431350003,2024,Emenda Individual - Transferências com Finalidade Definida,ARLINDO CHINAGLIA,ARLINDO CHINAGLIA,0003,SÃO PAULO (UF),Educação,Ensino profissional,"95.001,73","88.956,74","0,00","0,00","0,00","0,00"
202440500009,2024,Emenda Individual - Transferências com Finalidade Definida,OSSESIO SILVA,OSSESIO SILVA,0009,PERNAMBUCO (UF),Urbanismo,Assistência comunitária,"95.500,00","95.462,50","0,00","0,00","0,00","0,00"
202439420019,2024,Emenda Individual - Transferências com Finalidade Definida,CHRIS TONIETTO,CHRIS TONIETTO,0019,RIO DE JANEIRO (UF),Defesa nacional,Atenção básica,"97.097,43","91.372,43","0,00","0,00","0,00","0,00"
202444080020,2024,Emenda Individual - Transferências com Finalidade Definida,LEO PRATES,LEO PRATES,0020,VITÓRIA DA CONQUISTA - BA,Educação,Educação básica,"97.230,81","0,00","0,00","0,00","0,00","0,00"
202420980010,2024,Emenda Individual - Transferências com Finalidade Definida,AFONSO HAMM,AFONSO HAMM,0010,Nacional,Agricultura,Desenvolvimento tecnológico e engenharia,"98.900,00","9.000,00","9.000,00","0,00","0,00","0,00"
202440910006,2024,Emenda Individual - Transferências com Finalidade Definida,ZENAIDE MAIA,ZENAIDE MAIA,0006,RIO GRANDE DO NORTE (UF),Saúde,Assistência hospitalar e ambulatorial,"99.058,00","0,00","0,00","0,00","0,00","0,00"
202420980011,2024,Emenda Individual - Transferências com Finalidade Definida,AFONSO HAMM,AFONSO HAMM,0011,Nacional,Agricultura,Desenvolvimento tecnológico e engenharia,"99.440,00","25.933,00","23.475,00","0,00","0,00","0,00"
202444620017,2024,Emenda Individual - Transferências com Finalidade Definida,ROBERTA ROMA,ROBERTA ROMA,0017,Nacional,Agricultura,Desenvolvimento tecnológico e engenharia,"99.664,63","93.074,11","20.134,81","0,00","0,00","0,00"
202424680020,2024,Emenda Individual - Transferências com Finalidade Definida,LIDICE DA MATA,LIDICE DA MATA,0020,BAHIA (UF),Agricultura,Desenvolvimento tecnológico e engenharia,"99.764,08","99.764,08","15.269,99","0,00","0,00","0,00"
202441810006,2024,Emenda Individual - Transferências com Finalidade Definida,NELSINHO TRAD,NELSINHO TRAD,0006,MATO GROSSO DO SUL (UF),Educação,Ensino profissional,"99.766,00","99.766,00","0,00","0,00","0,00","0,00"
202444960005,2024,Emenda Individual - Transferências com Finalidade Definida,JUSSARA LIMA,JUSSARA LIMA,0005,PIAUÍ (UF),Saúde,Assistência hospitalar e ambulatorial,"99.766,00","0,00","0,00","0,00","0,00","0,00"
202420830014,2024,Emenda Individual - Transferências com Finalidade Definida,ANDRE FIGUEIREDO,ANDRE FIGUEIREDO,0014,CEARÁ (UF),Defesa nacional,Defesa terrestre,"99.862,35","11.200,00","0,00","0,00","0,00","0,00"
202428180007,2024,Emenda Individual - Transferências com Finalidade Definida,TIRIRICA,TIRIRICA,0007,Nacional,Defesa nacional,Normatização e fiscalização,"99.984,95","99.984,95","0,00","0,00","0,00","0,00"
202439420020,2024,Emenda Individual - Transferências com Finalidade Definida,CHRIS TONIETTO,CHRIS TONIETTO,0020,Nacional,Defesa nacional,Formação de recursos humanos,"99.986,30","70.915,85","0,00","0,00","0,00","0,00"
202444620016,2024,Emenda Individual - Transferências com Finalidade Definida,ROBERTA ROMA,ROBERTA ROMA,0016,BAHIA (UF),Defesa nacional,Defesa terrestre,"99.989,25","99.989,25","77.860,25","0,00","0,00","0,00"
202443420023,2024,Emenda Individual - Transferências com Finalidade Definida,DELEGADA ADRIANA ACCORSI,DELEGADA ADRIANA ACCORSI,0023,GOIÁS (UF),Defesa nacional,Desporto comunitário,"99.989,55","99.989,55","0,00","0,00","0,00","0,00"
202444960004,2024,Emenda Individual - Transferências com Finalidade Definida,JUSSARA LIMA,JUSSARA LIMA,0004,PIAUÍ (UF),Saúde,Atenção básica,"99.999,00","0,00","0,00","0,00","0,00","0,00"
202428120013,2024,Emenda Individual - Transferências com Finalidade Definida,PR. MARCO FELICIANO,PR. MARCO FELICIANO,0013,SÃO PAULO (UF),Saúde,Assistência hospitalar e ambulatorial,"100.000,00","100.000,00","100.000,00","0,00","0,00","0,00"
